crop,season,soil_moisture_pct,temperature,rainfall_forecast_mm,irrigation_needed,water_liters_per_sqm,irrigation_schedule
jute,Zaid,53.3,32.41,38.3,Yes,16.67,Every 1-3 days
watermelon,Zaid,62.7,26.31,31.3,Yes,14.88,Every 4-6 days
coffee,Zaid,27.4,22.18,4.3,Yes,12.48,Every 4-6 days
coconut,Kharif,41.8,22.49,24.0,Yes,12.06,Every 4-6 days
pigeonpeas,Zaid,41.0,32.69,50.7,No,0.0,Every 4-6 days
banana,Zaid,45.0,29.69,67.3,No,0.0,Every 1-3 days
mango,Zaid,39.6,20.03,25.5,Yes,9.93,Every 4-6 days
grapes,Kharif,44.9,25.15,95.8,No,0.0,Every 4-6 days
watermelon,Rabi,69.3,26.77,17.4,Yes,15.67,Every 4-6 days
coconut,Kharif,44.8,20.98,74.6,No,0.0,Every 4-6 days
coconut,Rabi,43.4,26.09,21.8,Yes,11.34,Every 4-6 days
watermelon,Zaid,64.2,16.35,64.3,No,0.0,Every 4-6 days
mango,Rabi,53.0,31.09,45.1,No,0.0,Every 4-6 days
mungbean,Rabi,48.0,35.21,69.0,No,0.0,Every 4-6 days
watermelon,Kharif,49.6,22.47,55.9,No,0.0,Every 4-6 days
papaya,Kharif,55.7,17.55,108.5,No,0.0,Every 7-10 days
coffee,Kharif,47.1,30.14,21.4,Yes,11.15,Every 4-6 days
grapes,Zaid,57.8,20.16,87.8,No,0.0,Every 4-6 days
maize,Zaid,47.6,21.86,99.7,No,0.0,Every 4-6 days
orange,Kharif,47.8,27.48,42.1,No,0.0,Every 4-6 days
grapes,Kharif,43.8,35.13,132.4,No,0.0,Every 4-6 days
coffee,Zaid,57.6,24.46,15.6,Yes,11.65,Every 4-6 days
cotton,Kharif,17.2,32.35,34.1,Yes,14.11,Every 1-3 days
papaya,Rabi,15.1,20.43,57.0,No,0.0,Every 4-6 days
banana,Kharif,73.8,15.07,64.3,No,0.0,Every 4-6 days
muskmelon,Kharif,52.8,23.83,65.0,No,0.0,Every 4-6 days
banana,Kharif,44.8,26.74,20.5,Yes,16.83,Every 1-3 days
muskmelon,Zaid,35.8,23.41,19.0,Yes,15.42,Every 1-3 days
jute,Zaid,39.8,27.64,15.4,Yes,16.71,Every 1-3 days
banana,Rabi,63.2,28.89,44.7,No,0.0,Every 4-6 days
mango,Rabi,66.1,29.65,77.4,No,0.0,Every 4-6 days
pomegranate,Kharif,56.6,16.81,38.9,Yes,7.06,Every 4-6 days
pomegranate,Zaid,54.3,26.78,25.7,Yes,10.06,Every 4-6 days
coconut,Rabi,49.0,28.93,15.7,Yes,12.48,Every 4-6 days
pigeonpeas,Kharif,40.8,24.37,11.7,Yes,12.06,Every 4-6 days
cotton,Kharif,60.4,25.92,19.2,Yes,10.24,Every 4-6 days
kidneybeans,Rabi,71.9,28.96,44.0,No,0.0,Every 4-6 days
grapes,Rabi,31.6,22.23,42.3,No,0.0,Every 4-6 days
chickpea,Kharif,58.6,37.91,15.0,Yes,12.14,Every 4-6 days
watermelon,Zaid,66.6,26.11,58.3,No,0.0,Every 4-6 days
coconut,Kharif,50.3,23.49,33.1,Yes,8.59,Every 4-6 days
lentil,Rabi,54.7,15.34,32.2,Yes,8.35,Every 4-6 days
lentil,Rabi,60.5,26.77,45.0,No,0.0,Every 4-6 days
mungbean,Zaid,53.7,25.67,31.2,Yes,9.83,Every 4-6 days
maize,Kharif,17.0,28.29,17.0,Yes,15.72,Every 1-3 days
grapes,Kharif,58.8,26.75,57.2,No,0.0,Every 4-6 days
mothbeans,Rabi,30.7,25.83,8.6,Yes,13.66,Every 4-6 days
maize,Kharif,44.8,28.68,83.6,No,0.0,Every 4-6 days
mango,Zaid,45.4,29.98,47.5,No,0.0,Every 4-6 days
coffee,Zaid,47.3,28.9,30.0,Yes,10.61,Every 4-6 days
chickpea,Rabi,55.3,28.5,20.0,Yes,10.87,Every 4-6 days
coconut,Rabi,15.3,26.15,49.8,No,0.0,Every 4-6 days
maize,Kharif,55.6,33.12,6.4,Yes,12.22,Every 4-6 days
mothbeans,Rabi,60.2,25.37,40.0,No,0.0,Every 4-6 days
chickpea,Kharif,66.5,26.15,75.1,No,0.0,Every 4-6 days
maize,Rabi,36.5,29.83,113.4,No,0.0,Every 4-6 days
chickpea,Kharif,54.6,29.0,58.5,No,0.0,Every 4-6 days
muskmelon,Zaid,41.3,24.92,27.7,Yes,14.36,Every 1-3 days
maize,Rabi,44.4,37.18,57.6,No,0.0,Every 4-6 days
coffee,Zaid,41.3,28.5,18.9,Yes,13.33,Every 4-6 days
maize,Zaid,33.5,24.21,13.6,Yes,12.64,Every 4-6 days
blackgram,Kharif,40.1,39.56,31.2,Yes,13.23,Every 4-6 days
pomegranate,Zaid,30.5,24.21,109.9,No,0.0,Every 4-6 days
rice,Kharif,40.3,37.66,26.9,Yes,16.52,Every 1-3 days
orange,Zaid,25.2,23.12,81.6,No,0.0,Every 4-6 days
kidneybeans,Kharif,41.6,28.7,36.4,Yes,12.14,Every 4-6 days
mothbeans,Rabi,32.5,24.07,69.6,No,0.0,Every 4-6 days
coffee,Rabi,80.2,30.21,3.8,Yes,9.42,Every 4-6 days
rice,Kharif,47.8,29.96,59.3,No,0.0,Every 1-3 days
pomegranate,Kharif,40.9,24.8,100.3,No,0.0,Every 4-6 days
orange,Rabi,41.1,28.39,48.4,No,0.0,Every 4-6 days
mango,Zaid,46.7,26.98,65.7,No,0.0,Every 4-6 days
lentil,Rabi,14.0,18.9,73.3,No,0.0,Every 4-6 days
papaya,Zaid,20.4,28.4,50.9,No,0.0,Every 4-6 days
apple,Rabi,41.8,24.05,17.3,Yes,11.72,Every 4-6 days
mungbean,Zaid,42.3,17.43,48.6,No,0.0,Every 4-6 days
coffee,Kharif,27.0,23.72,11.4,Yes,10.64,Every 4-6 days
orange,Zaid,57.2,23.71,26.5,Yes,11.06,Every 4-6 days
coconut,Kharif,62.2,30.02,28.8,Yes,11.75,Every 4-6 days
pomegranate,Kharif,30.5,24.19,28.2,Yes,12.4,Every 4-6 days
jute,Zaid,48.2,22.66,5.5,Yes,16.44,Every 1-3 days
mango,Rabi,32.5,34.94,42.9,No,0.0,Every 4-6 days
maize,Zaid,13.7,21.41,75.3,No,0.0,Every 4-6 days
cotton,Kharif,21.5,30.82,43.5,No,0.0,Every 4-6 days
coffee,Kharif,51.9,22.36,5.5,Yes,10.67,Every 4-6 days
mothbeans,Rabi,63.1,28.88,72.6,No,0.0,Every 4-6 days
jute,Rabi,14.9,28.36,45.7,No,0.0,Every 1-3 days
mango,Kharif,62.8,23.19,17.1,Yes,10.59,Every 4-6 days
cotton,Zaid,38.4,32.62,16.4,Yes,13.84,Every 4-6 days
coconut,Rabi,52.0,37.67,56.0,No,0.0,Every 4-6 days
mango,Kharif,44.0,30.46,45.8,No,0.0,Every 4-6 days
mothbeans,Kharif,5.7,29.17,97.9,No,0.0,Every 4-6 days
jute,Zaid,62.0,24.52,59.9,No,0.0,Every 4-6 days
maize,Zaid,60.3,29.44,89.8,No,0.0,Every 4-6 days
orange,Rabi,60.0,31.33,67.2,No,0.0,Every 4-6 days
pigeonpeas,Kharif,38.7,37.79,21.1,Yes,14.46,Every 4-6 days
pomegranate,Rabi,48.4,29.64,34.8,Yes,12.22,Every 4-6 days
pomegranate,Rabi,52.8,25.6,81.7,No,0.0,Every 4-6 days
mango,Zaid,60.0,29.25,34.5,Yes,9.57,Every 4-6 days
watermelon,Kharif,44.7,34.05,8.1,Yes,17.77,Every 1-3 days
rice,Zaid,69.8,27.6,55.4,No,0.0,Every 4-6 days
grapes,Kharif,39.3,25.76,191.3,No,0.0,Every 7-10 days
mango,Rabi,54.6,28.57,109.9,No,0.0,Every 4-6 days
watermelon,Zaid,16.0,29.65,70.6,No,0.0,Every 1-3 days
mungbean,Rabi,41.5,24.41,92.7,No,0.0,Every 4-6 days
banana,Rabi,39.0,26.38,34.5,Yes,14.46,Every 1-3 days
watermelon,Zaid,48.7,29.61,18.2,Yes,14.39,Every 1-3 days
blackgram,Rabi,29.3,31.67,24.1,Yes,14.85,Every 4-6 days
muskmelon,Rabi,54.2,24.51,81.3,No,0.0,Every 4-6 days
coconut,Zaid,56.0,29.56,123.7,No,0.0,Every 4-6 days
mungbean,Rabi,46.9,28.04,34.1,Yes,12.25,Every 4-6 days
orange,Rabi,38.5,25.58,44.7,No,0.0,Every 4-6 days
chickpea,Kharif,42.0,31.72,63.0,No,0.0,Every 4-6 days
kidneybeans,Rabi,51.2,24.1,45.4,No,0.0,Every 4-6 days
pigeonpeas,Kharif,48.0,28.11,134.9,No,0.0,Every 4-6 days
jute,Kharif,10.1,24.95,52.0,No,0.0,Every 1-3 days
blackgram,Rabi,61.0,22.72,38.9,Yes,9.44,Every 4-6 days
maize,Rabi,42.1,39.31,17.8,Yes,13.71,Every 1-3 days
lentil,Zaid,37.4,30.36,119.3,No,0.0,Every 4-6 days
coffee,Kharif,39.1,26.23,47.8,No,0.0,Every 4-6 days
mungbean,Rabi,56.2,25.73,37.8,Yes,10.34,Every 4-6 days
chickpea,Rabi,29.3,29.77,95.5,No,0.0,Every 4-6 days
mango,Kharif,27.5,21.85,17.4,Yes,12.36,Every 4-6 days
mothbeans,Kharif,48.9,33.6,21.2,Yes,13.83,Every 4-6 days
blackgram,Kharif,30.5,23.5,60.5,No,0.0,Every 4-6 days
mungbean,Rabi,12.8,28.94,36.7,Yes,14.75,Every 1-3 days
maize,Zaid,51.2,29.61,13.3,Yes,12.2,Every 4-6 days
apple,Zaid,69.1,22.0,29.6,Yes,7.28,Every 4-6 days
rice,Kharif,63.3,27.61,37.8,Yes,14.77,Every 4-6 days
apple,Rabi,53.8,35.58,17.2,Yes,13.91,Every 4-6 days
cotton,Zaid,28.8,26.47,3.5,Yes,14.18,Every 4-6 days
apple,Zaid,56.5,24.19,18.0,Yes,9.2,Every 4-6 days
mothbeans,Zaid,39.0,37.61,38.0,Yes,13.74,Every 4-6 days
papaya,Zaid,32.7,25.83,44.4,No,0.0,Every 4-6 days
coffee,Rabi,18.9,33.1,52.1,No,0.0,Every 4-6 days
mango,Zaid,49.0,36.0,18.2,Yes,12.7,Every 4-6 days
mothbeans,Zaid,42.0,26.85,25.3,Yes,12.68,Every 4-6 days
rice,Rabi,64.6,35.8,53.6,No,0.0,Every 1-3 days
grapes,Zaid,30.9,29.49,7.2,Yes,13.21,Every 4-6 days
orange,Zaid,46.7,25.85,28.0,Yes,10.59,Every 4-6 days
watermelon,Rabi,38.5,25.55,25.3,Yes,14.86,Every 1-3 days
kidneybeans,Rabi,61.7,25.96,63.0,No,0.0,Every 4-6 days
apple,Zaid,43.2,20.97,15.8,Yes,10.46,Every 4-6 days
mothbeans,Kharif,56.0,20.61,75.8,No,0.0,Every 4-6 days
pomegranate,Kharif,65.8,32.08,57.7,No,0.0,Every 4-6 days
lentil,Rabi,37.3,21.48,23.6,Yes,11.69,Every 4-6 days
pigeonpeas,Rabi,61.1,26.79,74.0,No,0.0,Every 4-6 days
watermelon,Zaid,37.0,17.11,40.4,No,0.0,Every 1-3 days
papaya,Rabi,49.4,17.76,3.8,Yes,10.8,Every 4-6 days
rice,Kharif,34.8,28.7,105.3,No,0.0,Every 1-3 days
coconut,Zaid,51.1,26.9,18.3,Yes,11.51,Every 4-6 days
kidneybeans,Rabi,42.9,33.16,165.8,No,0.0,Every 4-6 days
chickpea,Zaid,30.2,21.77,32.6,Yes,10.85,Every 4-6 days
blackgram,Zaid,27.6,28.29,32.5,Yes,12.43,Every 4-6 days
blackgram,Rabi,34.5,32.45,56.0,No,0.0,Every 4-6 days
mango,Zaid,64.2,38.68,73.6,No,0.0,Every 4-6 days
kidneybeans,Rabi,30.8,38.64,36.2,Yes,15.98,Every 1-3 days
chickpea,Zaid,35.6,24.14,70.8,No,0.0,Every 4-6 days
blackgram,Rabi,19.1,26.48,109.8,No,0.0,Every 4-6 days
banana,Rabi,59.0,41.05,128.1,No,0.0,Every 1-3 days
mungbean,Rabi,49.2,21.3,77.2,No,0.0,Every 4-6 days
lentil,Zaid,32.4,30.16,79.6,No,0.0,Every 4-6 days
jute,Zaid,53.8,28.47,43.6,No,0.0,Every 1-3 days
pigeonpeas,Rabi,36.8,27.84,19.9,Yes,14.11,Every 4-6 days
kidneybeans,Rabi,28.6,19.52,73.8,No,0.0,Every 4-6 days
cotton,Kharif,40.1,24.98,104.5,No,0.0,Every 4-6 days
kidneybeans,Zaid,41.2,29.75,69.3,No,0.0,Every 4-6 days
apple,Kharif,55.9,35.47,88.0,No,0.0,Every 4-6 days
mango,Rabi,43.2,38.86,39.9,Yes,13.93,Every 4-6 days
kidneybeans,Rabi,27.4,26.78,42.8,No,0.0,Every 4-6 days
cotton,Rabi,32.5,26.13,47.2,No,0.0,Every 4-6 days
rice,Rabi,68.4,27.73,34.7,Yes,14.86,Every 4-6 days
pomegranate,Rabi,52.0,25.2,29.5,Yes,11.52,Every 4-6 days
papaya,Kharif,59.0,26.97,41.0,No,0.0,Every 4-6 days
lentil,Kharif,40.2,27.9,6.7,Yes,13.24,Every 4-6 days
rice,Kharif,40.7,30.1,179.4,No,0.0,Every 4-6 days
rice,Kharif,58.8,23.62,105.3,No,0.0,Every 4-6 days
apple,Zaid,59.5,28.96,11.7,Yes,10.88,Every 4-6 days
maize,Kharif,39.3,27.56,57.4,No,0.0,Every 4-6 days
apple,Rabi,45.7,35.9,17.5,Yes,13.0,Every 4-6 days
mothbeans,Kharif,36.1,28.58,19.6,Yes,13.29,Every 4-6 days
kidneybeans,Zaid,35.3,20.15,68.3,No,0.0,Every 4-6 days
coffee,Rabi,29.3,28.7,40.4,No,0.0,Every 4-6 days
maize,Kharif,53.6,25.17,49.9,No,0.0,Every 4-6 days
grapes,Rabi,19.8,25.84,37.1,Yes,12.17,Every 4-6 days
orange,Rabi,45.0,26.15,38.5,Yes,11.84,Every 4-6 days
mungbean,Zaid,31.3,30.18,103.4,No,0.0,Every 4-6 days
rice,Kharif,36.6,33.41,35.2,Yes,17.62,Every 1-3 days
kidneybeans,Kharif,38.4,28.3,92.3,No,0.0,Every 4-6 days
rice,Kharif,59.0,25.17,36.0,Yes,14.15,Every 4-6 days
watermelon,Rabi,53.0,28.52,71.4,No,0.0,Every 1-3 days
jute,Zaid,48.1,32.02,31.2,Yes,16.37,Every 1-3 days
pomegranate,Zaid,57.0,30.01,82.9,No,0.0,Every 4-6 days
orange,Rabi,48.5,30.88,57.3,No,0.0,Every 4-6 days
grapes,Rabi,40.2,21.65,8.2,Yes,9.96,Every 4-6 days
grapes,Kharif,34.2,34.33,144.8,No,0.0,Every 4-6 days
kidneybeans,Rabi,22.8,33.38,38.0,Yes,14.33,Every 1-3 days
rice,Rabi,60.6,30.41,28.5,Yes,16.65,Every 1-3 days
orange,Zaid,57.2,23.66,54.8,No,0.0,Every 4-6 days
lentil,Zaid,30.7,28.25,30.9,Yes,11.11,Every 4-6 days
rice,Rabi,51.0,17.81,66.9,No,0.0,Every 4-6 days
chickpea,Rabi,65.2,32.83,26.7,Yes,10.03,Every 4-6 days
mango,Zaid,31.0,16.74,115.1,No,0.0,Every 4-6 days
orange,Rabi,86.4,28.52,19.4,Yes,8.17,Every 4-6 days
coconut,Zaid,46.7,37.7,13.3,Yes,14.86,Every 4-6 days
mango,Rabi,32.9,25.75,36.2,Yes,10.23,Every 4-6 days
kidneybeans,Zaid,48.4,27.05,58.5,No,0.0,Every 4-6 days
jute,Zaid,34.8,32.35,114.7,No,0.0,Every 1-3 days
papaya,Rabi,46.6,37.89,5.1,Yes,12.71,Every 4-6 days
pigeonpeas,Kharif,53.0,23.25,49.1,No,0.0,Every 4-6 days
maize,Zaid,23.4,21.25,7.6,Yes,11.02,Every 4-6 days
mothbeans,Zaid,59.1,33.72,26.1,Yes,10.93,Every 4-6 days
pomegranate,Rabi,63.4,29.09,3.3,Yes,11.71,Every 4-6 days
chickpea,Zaid,63.9,30.35,38.7,Yes,9.35,Every 4-6 days
blackgram,Rabi,30.4,35.32,75.4,No,0.0,Every 4-6 days
mothbeans,Rabi,59.4,23.07,112.7,No,0.0,Every 7-10 days
papaya,Zaid,34.1,25.2,108.8,No,0.0,Every 4-6 days
lentil,Kharif,58.8,27.38,50.0,No,0.0,Every 4-6 days
cotton,Kharif,55.8,32.9,58.7,No,0.0,Every 4-6 days
papaya,Zaid,50.0,30.04,92.0,No,0.0,Every 4-6 days
maize,Zaid,51.5,28.93,71.8,No,0.0,Every 4-6 days
mango,Zaid,60.4,38.94,23.5,Yes,12.15,Every 4-6 days
grapes,Zaid,61.3,24.11,5.3,Yes,8.32,Every 4-6 days
chickpea,Kharif,43.8,23.32,74.4,No,0.0,Every 4-6 days
blackgram,Zaid,45.6,22.66,69.0,No,0.0,Every 4-6 days
coffee,Rabi,24.5,23.65,25.3,Yes,11.11,Every 4-6 days
mungbean,Kharif,46.6,29.52,46.0,No,0.0,Every 4-6 days
pomegranate,Kharif,7.6,18.46,75.8,No,0.0,Every 4-6 days
papaya,Zaid,36.3,30.44,31.5,Yes,12.95,Every 4-6 days
blackgram,Rabi,49.1,38.69,163.2,No,0.0,Every 4-6 days
coconut,Kharif,57.7,30.75,32.7,Yes,10.78,Every 4-6 days
mango,Zaid,33.5,29.06,72.2,No,0.0,Every 4-6 days
maize,Rabi,14.0,31.5,36.2,Yes,14.96,Every 1-3 days
pigeonpeas,Zaid,61.3,23.65,23.9,Yes,11.96,Every 4-6 days
blackgram,Rabi,46.6,29.01,26.5,Yes,11.55,Every 4-6 days
grapes,Zaid,37.5,32.97,55.4,No,0.0,Every 4-6 days
grapes,Zaid,25.1,27.95,44.1,No,0.0,Every 4-6 days
watermelon,Zaid,63.0,21.73,91.5,No,0.0,Every 4-6 days
kidneybeans,Kharif,51.2,26.91,31.9,Yes,12.78,Every 4-6 days
banana,Kharif,31.3,20.93,35.5,Yes,14.61,Every 1-3 days
muskmelon,Kharif,62.1,31.16,15.5,Yes,14.73,Every 1-3 days
pigeonpeas,Kharif,22.4,25.8,121.4,No,0.0,Every 4-6 days
kidneybeans,Kharif,28.4,22.11,39.8,Yes,11.67,Every 4-6 days
banana,Kharif,37.2,29.0,73.5,No,0.0,Every 1-3 days
mungbean,Rabi,41.0,23.24,90.7,No,0.0,Every 4-6 days
cotton,Rabi,38.7,23.73,104.0,No,0.0,Every 4-6 days
coffee,Rabi,43.5,29.79,148.8,No,0.0,Every 4-6 days
jute,Rabi,17.6,19.36,29.1,Yes,17.77,Every 1-3 days
mungbean,Rabi,60.7,31.71,50.1,No,0.0,Every 4-6 days
blackgram,Rabi,60.7,29.56,98.0,No,0.0,Every 4-6 days
kidneybeans,Zaid,54.1,23.86,43.8,No,0.0,Every 4-6 days
papaya,Rabi,34.6,32.01,156.2,No,0.0,Every 4-6 days
pomegranate,Rabi,43.5,20.62,92.6,No,0.0,Every 4-6 days
blackgram,Zaid,51.3,29.03,31.8,Yes,10.32,Every 4-6 days
pomegranate,Rabi,41.7,34.1,115.7,No,0.0,Every 4-6 days
mungbean,Kharif,29.5,19.0,33.7,Yes,12.53,Every 4-6 days
mungbean,Kharif,41.5,31.31,47.7,No,0.0,Every 4-6 days
coconut,Zaid,66.9,36.26,9.2,Yes,12.56,Every 4-6 days
kidneybeans,Rabi,53.1,31.94,35.5,Yes,13.63,Every 4-6 days
cotton,Zaid,31.7,34.59,219.2,No,0.0,Every 4-6 days
orange,Rabi,89.3,27.62,40.7,No,0.0,Every 4-6 days
cotton,Rabi,59.2,32.63,39.5,Yes,11.09,Every 4-6 days
jute,Rabi,52.2,30.62,68.7,No,0.0,Every 1-3 days
pomegranate,Kharif,46.1,30.5,77.3,No,0.0,Every 4-6 days
rice,Zaid,71.4,32.72,143.1,No,0.0,Every 4-6 days
coffee,Zaid,54.4,26.23,34.9,Yes,9.93,Every 4-6 days
mothbeans,Kharif,49.0,26.17,32.8,Yes,11.96,Every 4-6 days
papaya,Rabi,56.8,27.12,30.9,Yes,8.92,Every 4-6 days
muskmelon,Zaid,38.7,23.78,28.9,Yes,15.14,Every 1-3 days
coffee,Zaid,63.0,25.0,107.1,No,0.0,Every 4-6 days
coconut,Zaid,56.6,18.26,42.9,No,0.0,Every 4-6 days
blackgram,Zaid,41.4,22.59,3.3,Yes,11.37,Every 4-6 days
pigeonpeas,Rabi,37.2,25.45,49.4,No,0.0,Every 4-6 days
pigeonpeas,Zaid,81.2,26.34,29.5,Yes,9.24,Every 4-6 days
grapes,Zaid,48.6,19.45,71.1,No,0.0,Every 4-6 days
pigeonpeas,Zaid,41.0,25.85,41.2,No,0.0,Every 4-6 days
papaya,Rabi,47.0,30.04,35.0,Yes,12.08,Every 4-6 days
coffee,Kharif,60.6,23.82,46.0,No,0.0,Every 4-6 days
kidneybeans,Rabi,49.2,37.29,8.9,Yes,13.84,Every 4-6 days
chickpea,Kharif,44.7,28.12,40.1,No,0.0,Every 4-6 days
orange,Rabi,19.6,21.6,34.3,Yes,12.45,Every 4-6 days
muskmelon,Rabi,53.2,29.36,9.7,Yes,16.33,Every 1-3 days
jute,Zaid,54.4,34.47,40.9,No,0.0,Every 1-3 days
watermelon,Zaid,33.3,29.06,76.1,No,0.0,Every 1-3 days
papaya,Zaid,28.2,22.22,38.6,Yes,12.52,Every 4-6 days
banana,Rabi,27.3,29.0,45.7,No,0.0,Every 1-3 days
coffee,Rabi,31.8,24.96,37.2,Yes,10.5,Every 4-6 days
kidneybeans,Zaid,60.7,28.35,54.7,No,0.0,Every 4-6 days
papaya,Kharif,63.0,30.44,23.5,Yes,10.08,Every 4-6 days
lentil,Zaid,37.7,27.75,16.3,Yes,10.88,Every 4-6 days
banana,Rabi,39.4,32.13,61.3,No,0.0,Every 1-3 days
watermelon,Kharif,33.6,26.7,88.7,No,0.0,Every 1-3 days
banana,Kharif,59.9,15.61,40.0,No,0.0,Every 4-6 days
orange,Kharif,41.6,26.89,41.0,No,0.0,Every 4-6 days
mothbeans,Zaid,55.7,24.22,53.8,No,0.0,Every 4-6 days
cotton,Kharif,62.3,18.69,58.3,No,0.0,Every 4-6 days
blackgram,Rabi,44.0,16.19,39.5,Yes,9.3,Every 4-6 days
pigeonpeas,Kharif,41.3,29.65,14.9,Yes,12.37,Every 4-6 days
orange,Kharif,46.3,30.16,34.7,Yes,14.1,Every 4-6 days
mothbeans,Zaid,57.5,18.15,75.0,No,0.0,Every 4-6 days
maize,Rabi,50.0,17.28,22.4,Yes,7.72,Every 4-6 days
jute,Kharif,35.2,27.21,91.3,No,0.0,Every 1-3 days
coconut,Zaid,45.3,32.83,44.4,No,0.0,Every 4-6 days
chickpea,Rabi,50.9,20.97,152.4,No,0.0,Every 7-10 days
coconut,Kharif,38.6,24.9,45.4,No,0.0,Every 4-6 days
maize,Zaid,7.6,35.54,16.2,Yes,16.63,Every 1-3 days
banana,Kharif,49.7,32.87,33.4,Yes,16.81,Every 1-3 days
banana,Rabi,38.0,18.37,21.3,Yes,15.52,Every 1-3 days
pomegranate,Kharif,90.0,33.12,26.8,Yes,6.71,Every 4-6 days
pigeonpeas,Rabi,59.9,25.11,38.4,Yes,12.59,Every 4-6 days
lentil,Zaid,41.2,28.18,34.8,Yes,11.38,Every 4-6 days
muskmelon,Kharif,27.9,25.12,24.8,Yes,18.35,Every 1-3 days
rice,Rabi,60.1,31.96,6.6,Yes,17.12,Every 1-3 days
watermelon,Rabi,50.0,32.15,84.1,No,0.0,Every 1-3 days
grapes,Kharif,49.2,22.93,51.0,No,0.0,Every 4-6 days
apple,Zaid,52.7,27.89,48.8,No,0.0,Every 4-6 days
blackgram,Zaid,38.0,17.65,29.1,Yes,8.83,Every 4-6 days
chickpea,Rabi,38.9,23.23,63.4,No,0.0,Every 4-6 days
coconut,Kharif,50.5,29.76,4.2,Yes,11.74,Every 4-6 days
watermelon,Rabi,60.3,27.81,63.1,No,0.0,Every 4-6 days
grapes,Zaid,33.7,22.63,50.6,No,0.0,Every 4-6 days
blackgram,Zaid,43.9,34.4,61.5,No,0.0,Every 4-6 days
mungbean,Zaid,23.6,33.02,6.9,Yes,13.14,Every 1-3 days
mungbean,Rabi,49.3,19.98,34.7,Yes,11.04,Every 4-6 days
maize,Kharif,32.3,20.8,108.5,No,0.0,Every 4-6 days
banana,Rabi,35.9,26.28,5.9,Yes,17.91,Every 1-3 days
jute,Rabi,32.8,30.37,70.6,No,0.0,Every 1-3 days
lentil,Rabi,39.9,31.38,34.0,Yes,12.55,Every 4-6 days
chickpea,Zaid,45.3,30.32,38.6,Yes,13.13,Every 4-6 days
chickpea,Zaid,54.9,22.08,40.2,No,0.0,Every 4-6 days
maize,Kharif,33.3,20.03,157.2,No,0.0,Every 4-6 days
apple,Zaid,57.0,26.13,15.8,Yes,9.79,Every 4-6 days
jute,Kharif,41.4,28.99,116.4,No,0.0,Every 4-6 days
apple,Kharif,37.6,27.54,9.3,Yes,13.47,Every 4-6 days
lentil,Rabi,6.9,35.53,16.5,Yes,16.01,Every 1-3 days
rice,Kharif,35.2,18.15,26.5,Yes,16.84,Every 1-3 days
apple,Kharif,74.1,30.83,53.1,No,0.0,Every 4-6 days
mango,Rabi,46.0,30.99,114.6,No,0.0,Every 4-6 days
apple,Zaid,69.5,36.63,15.7,Yes,10.39,Every 4-6 days
papaya,Kharif,33.5,27.03,19.7,Yes,13.42,Every 4-6 days
grapes,Rabi,41.2,26.69,37.7,Yes,9.68,Every 4-6 days
watermelon,Kharif,48.7,28.9,38.5,Yes,16.25,Every 1-3 days
blackgram,Rabi,25.0,19.36,52.8,No,0.0,Every 4-6 days
mango,Zaid,41.2,25.45,64.3,No,0.0,Every 4-6 days
papaya,Rabi,14.7,30.0,24.2,Yes,14.28,Every 1-3 days
jute,Rabi,44.8,36.0,90.7,No,0.0,Every 1-3 days
coconut,Kharif,29.9,24.15,69.7,No,0.0,Every 4-6 days
pomegranate,Zaid,58.7,15.2,31.8,Yes,7.92,Every 4-6 days
blackgram,Kharif,61.0,15.46,58.8,No,0.0,Every 4-6 days
rice,Rabi,30.5,28.31,47.8,No,0.0,Every 1-3 days
orange,Kharif,47.3,23.93,36.9,Yes,9.97,Every 4-6 days
cotton,Rabi,14.5,27.37,2.2,Yes,15.81,Every 1-3 days
jute,Rabi,29.3,29.86,24.5,Yes,17.22,Every 1-3 days
chickpea,Kharif,41.9,26.54,98.3,No,0.0,Every 4-6 days
watermelon,Zaid,49.7,25.61,21.8,Yes,15.07,Every 1-3 days
coffee,Rabi,60.8,22.03,21.0,Yes,7.7,Every 4-6 days
chickpea,Kharif,60.9,24.34,21.4,Yes,10.69,Every 4-6 days
jute,Rabi,60.3,36.41,123.0,No,0.0,Every 4-6 days
mungbean,Kharif,33.0,30.35,93.6,No,0.0,Every 4-6 days
jute,Zaid,47.0,33.14,4.3,Yes,16.63,Every 1-3 days
rice,Kharif,27.8,20.91,9.6,Yes,17.84,Every 1-3 days
kidneybeans,Zaid,50.5,36.42,16.4,Yes,12.91,Every 4-6 days
coconut,Kharif,14.4,27.31,84.9,No,0.0,Every 4-6 days
muskmelon,Zaid,40.6,33.16,127.7,No,0.0,Every 1-3 days
pomegranate,Kharif,52.6,31.02,13.2,Yes,12.88,Every 4-6 days
chickpea,Zaid,55.1,24.12,17.8,Yes,9.34,Every 4-6 days
muskmelon,Kharif,46.5,28.78,105.0,No,0.0,Every 4-6 days
banana,Kharif,39.7,22.57,25.1,Yes,15.67,Every 1-3 days
maize,Kharif,30.9,25.16,25.3,Yes,12.37,Every 4-6 days
blackgram,Kharif,40.9,16.41,74.6,No,0.0,Every 4-6 days
rice,Rabi,22.5,25.03,31.3,Yes,17.84,Every 1-3 days
cotton,Kharif,54.1,31.06,29.4,Yes,11.89,Every 4-6 days
mothbeans,Zaid,47.7,30.44,34.9,Yes,12.23,Every 4-6 days
